clean_tags,date,Month,tweet,language,replies_count,retweets_count,likes_count,Year,Day
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, rheinlandtrump, ampel",2021-09-29,9,Guten Morgen vom Hirschgarten 👋😷scho wieda Miadswoch! #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller  #RheinlandTrump #Ampel 💪✊🌈🍀☕🥦,german,6,3,18,2021,29
"btw21, klimastreik, fridaysforfuture, deutschlandaberohneklimawahn, ihrlasstunskeinewahl",2021-09-29,9,"Kaum sind @Die_Gruenen bei der #btw21 bei schwindsüchtigen 14,8 % gelandet, fühlt sich die Jungspund-Klimafascho-Unterstützungstruppe genötigt, schon wieder einen #Klimastreik zu machen. 😂 #FridaysForFuture sollte #DeutschlandAberOhneKlimawahn akzeptieren! #IhrLasstUnsKeineWahl",german,8,7,44,2021,29
"l25, gretathunberg, fridaysforfuture, schoolstrike4climate",2021-09-29,9,Greta lo hizo de nuevo 💥💪🏼♻️  #L25  #gretathunberg  #fridaysforfuture  #schoolstrike4climate  https://t.co/Gs5l7SBYJ1,spanish,5,37,115,2021,29
"youth4climate, fridayforfuture, gretathunberg, greta",2021-09-28,9,"Questa immagine è ipnotica e racconta di una giovane con indosso una ffp2 che guarda un adulto, con una chirurgica messa sotto il naso, che a sua volta pensa di poter spiegare qualcosa #Youth4Climate #FridayForFuture  #GretaThunberg #Greta  https://t.co/Ty2EQX9wP2",italian,2,7,25,2021,28
"koalitionsverhandlungen, ihrlasstunskeinewahl, emissionen",2021-09-28,9,"Ab 22.10. wird @FridayForFuture die #Koalitionsverhandlungen mit Aktionen begleiten, unter dem Motto #IhrLasstUnsKeineWahl. Warum? „Für mich sind weniger die Farben entscheidend, die am Ende zusammenkommen, als die #Emissionen“ erklärt @Luisamneubauer.   https://t.co/t6PJ4C0GNM",german,41,110,1007,2021,28
"fridaysforfuture, ihrlasstunskeinewahl",2021-09-28,9,EIL: Am 22.10 streikt #FridaysForFuture wieder global!  Diesmal als zentraler Streik in Berlin. Die nächste Regierung muss die Weichen für die Einhaltung des Pariser Abkommens stellen!  Denn: #IhrLasstUnsKeineWahl!  https://t.co/R7TWw2r0MX,german,2,15,31,2021,28
"klimawahl, fridaysforfuture",2021-09-28,9,"Am Ende war die Bundestagswahl doch keine #Klimawahl. Hätte #FridaysforFuture eine Partei empfehlen sollen? Im Interview spricht @Luisamneubauer über Konsequenzen, junge Liberale und die künftige Regierung:  https://t.co/PNJkINs4TF  https://t.co/MUVZxmXq4c",german,44,57,602,2021,28
fridaysforfuture,2021-09-28,9,Imagine having this little to say about the #Fridaysforfuture protests and still choosing to write a letter to a newspaper about it  https://t.co/2urc9WnoTW,english,13,11,108,2021,28
"qcr, rainews24, youth4climate, gretathunberg, fridaysforfuture",2021-09-28,9,"""Fridays for future non ha leader, è un movimento dal basso che insieme vuole costruire questa transizione. Le nostre vite in pericolo,bisogna agire adesso""  @FilippoSotgiu @fffitalia ospite a #QCR #RaiNews24 con @gianlusempri #Youth4Climate #GretaThunberg #FridaysForFuture  https://t.co/2dRZeM47wp",italian,8,7,29,2021,28
unglaublich,2021-09-28,9,"@FridayForFuture DOPPELT so viele ""Waldbrände""?? #Unglaublich  Wer zählt die? Wie? Ab welcher Größe, welcher Fläche?  Was gilt eigentlich als ""Waldbrand""? Was sind deren Ursachen, aufgeteilt in natürliche (Blitz) und menschliche, aufgeteilt in legale und illegale? Ist 2x nicht ""wenig""?",german,3,5,19,2021,28
ihrlasstunskeinewahl,2021-09-28,9,@FridayForFuture streikt Ihr auch vor der chinesischen Botschaft? #IhrLasstUnsKeineWahl,german,5,7,117,2021,28
"fridaysforfuture, ihrlasstunskeinewahl",2021-09-28,9,"Kids, Ihr lasst Euch von der Großfinanz vereinnahmen. Trotz Völkerwachstum sterben heutzutage WENIGER(!) Menschen an Naturkatastrophen als früher. Geht raus, habt Spaß, knutscht rum, genießt das Leben - und lasst uns in Ruhe ...  #FridaysForFuture  #IhrLasstUnsKeineWahl  https://t.co/dd5ZrZ6E61",german,3,13,45,2021,28
"klimastreik, fridaysforfuture, ihrlasstunskeinewahl",2021-09-28,9,"620.000 Menschen haben beim #Klimastreik deutlich gemacht: Wir brauchen eine Regierung, die Klimaschutz wirklich anpackt. Und Wahlversprechen reichen nicht - wir brauchen Taten! Deshalb gehen wir im Oktober wieder mit #FridaysForFuture auf die Straße 👫👭👬🧑‍🤝‍🧑#IhrLasstUnsKeineWahl  https://t.co/QAGYZRSNdO",german,33,111,523,2021,28
ihrlasstunskeinewahl,2021-09-28,9,"Berlin, Berlin, wir streiken in Berlin! #IhrLasstUnsKeineWahl  https://t.co/SinBI5wx3D",german,115,305,1660,2021,28
ihrlasstunskeinewahl,2021-09-28,9,"Wer jetzt geboren wird, durchlebt:  🔥 2x so viele Waldbrände ⚠️ 3x so viele Überschwemmungen ⚠️ 3x so viele Ernteausfälle 🔥 7x so viele Hitzewellen  wie heutige 60-jährige.  Wir geben uns mit leeren Versprechen und Lügen von grünem Wachstum nicht mehr ab. #IhrLasstUnsKeineWahl",german,477,757,3682,2021,28
"fridaysforfuture, ihrlasstunskeinewahl",2021-09-28,9,"EIL: Am 22.10 streikt #FridaysForFuture wieder global!  Mit einem bundesweiten Klimastreik machen wir in Berlin Druck auf die Koalitionsverhandlungen.  Im Bündnis @GerechtigkJetzt nehmen wir die Veränderungen in die Hand, um 1,5°C noch einzuhalten.  Denn: #IhrLasstUnsKeineWahl!  https://t.co/DyAUR3WUJF",german,202,896,3196,2021,28
"fridaysforfuture, ihrlasstunskeinewahl, klimastreik",2021-09-28,9,"Es kommt zusammen, was zusammengehört!  Vom @NeueOekonomie bis #FridaysForFuture, von @Oxfam_DE  bis @aktionagrar, von @wellcomeunited bis @robin_wood.  Wir werden bei den Koalitionsverhandlungen das Stresslevel erhöhen, denn #IhrLasstUnsKeineWahl!  22.10. #Klimastreik in Berlin.  https://t.co/PG5r72TMV2",german,11,62,144,2021,28
"lützerathbleibt, zadrheinland",2021-09-28,9,"Gutachten bestätigen: Wollen wir die 1,5-Grad-Grenze einhalten, darf die Kohle unter Lützerath nicht mehr verbrannt werden.  In Kürze will RWE das Dorf vernichten, um genau das einzuleiten. Stellen wir uns dagegen, damit #LützerathBleibt.  Kommt ab jetzt in die #ZADRheinland!",german,23,281,1174,2021,28
"youthstrike, fridaysforfuture, youthvoices",2021-09-28,9,Big shout out to everyone who went out to Millennium Square on Friday! 📣  A special shout out goes to Angel House - our intersectional youth-based partner we are working with to ensure allyship with youth voices across our programme!  #YouthStrike #FridaysForFuture #YouthVoices  https://t.co/nxlMxyHZFc,english,2,8,14,2021,28
"climatedisasters, wtpearth, climatecrisis, fridaysforfuture",2021-09-28,9,"Children set for more #ClimateDisasters than their grandparents  “Our results highlight a severe threat to the safety of young generations and call for drastic emission reductions to safeguard their future""  #wtpEARTH #ClimateCrisis #FridaysForFuture   https://t.co/potaQB35Ui",english,3,31,38,2021,28
"bundestag, fridaysforfuture, angst, veränderung, ü60wählern",2021-09-27,9,"Auch wenn @Die_Gruenen ""nur"" drittstärkste Kraft im #Bundestag wurden, muss man konstatieren, dass sie den größten Zuwachs zu 2017 schafften! Das ist auch(!) #FridaysForFuture zu verdanken. Dass es nicht besser wurde, liegt auch(!) an #angst vor #Veränderung bei #Ü60Wählern.",german,6,8,48,2021,27
"fridaysforfuture, grünen",2021-09-27,9,"In den Öffentlich-Rechtlichen gelten Vertreter der „#FridaysforFuture“-Bewegung stets als alleinige Repräsentanten der jungen, #grünen Generation. Der Blick auf das Ergebnis der Erstwähler zeigt: Unter heranwachsenden Menschen herrscht Meinungspluralismus.  https://t.co/WdDfBxPEm1",german,2,10,49,2021,27
klimakrise,2021-09-27,9,"Die #Klimakrise ist eines der wichtigsten Themen überhaupt – das ist auch unser Erfolg. Bei dieser Wahl stand Klimagerechtigkeit aber nicht auf dem Zettel.  Legen die Parteien keine neuen Maßnahmen vor, werden wir 1,5°C verfehlen. Dafür braucht es jetzt unseren Druck. Stay tuned!  https://t.co/cGwp8EtK4M",german,68,167,1160,2021,27
btw21,2021-09-27,9,"Kein*e Aktivisti von @FridayForFuture hat es gestern abend in den Bundestag geschafft.  Herzlichen Glückwunsch, Parteipolitikland. #btw21",german,10,7,76,2021,27
fridaysforfuture,2021-09-27,9,"SPD will #FridaysForFuture ""totloben"". Die Taktik ist: ""Wir sind Euch dankbar fürs Aufrütteln. "" Dann meinen alle, dass jetzt gehandelt wird, aber das ist nicht der Plan. Es geht nicht ohne permanenten Druck auf die Politik. @Fridays4future @parents4future  1/x  https://t.co/VTMlG414E9",german,5,29,136,2021,27
wahl2021,2021-09-27,9,(Leider) einen Tag nach der #wahl2021. Unsere Publikation @WimThiery et al. In @ScienceMagazine zu intergenerationaler Ungleichheit von Klimaextremen. Junge Menschen wissen darum nur zu gut. Unsere Studie liefert nun konkrete Zahlen.  https://t.co/y5vqMkWb2m @FridaysforFuture 1/,german,3,37,129,2021,27
btw21,2021-09-26,9,"Ok, an alle die gerade verzweifeln.   Vor 2 Jahren hat keine Partei nur gesagt, dass sie 1,5 °C einhalten will.   Jetzt alle.  Und das nur, weil @FridayForFuture Menschenmassen auf die Straße mobilisiert.   We are getting there &amp; es wird nicht bei Blabla bleiben! 🔥 #btw21",german,19,89,631,2021,26
"btw21, laschetruecktritt, fridaysforfuture, wahlarena",2021-09-26,9,"Was meint ihr, was wird die nächste Regierung? #btw21  #LaschetRuecktritt  #FridaysForFuture  #Wahlarena",german,2,3,7,2021,26
"fridaysforfuture, jungunternehmer",2021-09-26,9,Generation #FridaysForFuture und #Jungunternehmer.,german,2,3,48,2021,26
"fridaysforfuture, allefuersklima",2021-09-26,9,Bitte gebt nicht auf! Lasst Euch nicht entmutigen und bleibt laut und unbequem!!! #FridaysForFuture #AlleFuersKlima,german,2,3,18,2021,26
fridaysforfuture,2021-09-26,9,"@KonstantinNotz Wenn die Grünen mit CDU koalieren, trete ich so schnell aus wie ich letztes Jahr eingetreten bin. Das würde ich nicht verzeihen. Ich bin froh, das die Grünen + #FridaysForFuture das Klimathema endlich zum Thema gemacht haben. Danke dafür 💚 Die nächste Wahl kommt bestimmt.",german,5,5,110,2021,26
btw21,2021-09-26,9,"Nie vergessen, dass Klimakrise und Mietenwahnsinn nur dank @FridayForFuture &amp; @dwenteignen Wahlkampfthema sind. Gesellschaftlichen Fortschritt gibt’s immer nur mit kämpfenden Bewegungen und Druck von unten. Vor und nach der Wahl! #btw21",german,17,271,2735,2021,26
"jamaika, fridaysforfuture, nojamaika",2021-09-26,9,"@ABaerbock @Die_Gruenen An @ABaerbock und @Die_Gruenen  Solltet ihr auf die Idee einer #Jamaika Koalition kommen, habt ihr die kompletten #FridaysForFuture Kids gegen euch und es wird Austritte hageln, meinen inklusive💯 Überlegt euch sehr, sehr gut was ihr macht❗❗ #nojamaika",german,27,31,901,2021,26
"jamaika, fridaysforfuture, nojamaika",2021-09-26,9,"An @ABaerbock und @Die_Gruenen  Solltet ihr auf die Idee einer #Jamaika Koalition kommen, habt ihr die kompletten #FridaysForFuture Kids gegen euch und es wird Austritte hageln, meinen inklusive💯 Überlegt euch sehr, sehr gut was ihr macht❗❗ #nojamaika  https://t.co/uugklRSmn2",german,56,118,637,2021,26
"klimastreik, btw21, uprootthesystem",2021-09-26,9,"""Gerade der #Klimastreik am Freitag hat gezeigt, dass keine Partei mehr um 1,5-Grad herumkommt. Jetzt nach der #btw21 gilt es dieses Versprechen auch umzusetzen!"" Unsere @FridayForFuture-Sprecherin @carla_reemtsma im ARD-Wahlstudio✊💚🔥 #UprootTheSystem  https://t.co/stQFED4mlx",german,10,99,613,2021,26
"rezo, fridaysforfuture, cdu, laschet, btw21",2021-09-26,9,"Mit diesem Wahlergebnis scheint kein Ruck durch Deutschland gehen zu können. Und erinnert sei nochmal: #Rezo und #FridaysForFuture haben NICHTS erreicht, wenn die #CDU jetzt auch bei MINUS NEUN immer noch #Laschet zum Kanzler machen will. Dann gibt's weiter Stillstand.  #btw21",german,5,10,66,2021,26
btw21,2021-09-26,9,"Gerade haben Freunde von FridaysForFuture angerufen, um zu fragen ob es uns gut und um zu sagen, dass sie uns die Daumen drücken. Ihr seid Zucker.  Danke für eure Solidarität ❤❤ #btw21",german,2,3,74,2021,26
"clima, fridaysforfuture",2021-09-26,9,#Clima #FridaysForFuture    Quanto siamo disposti a cambiare? Oggi su @repubblica  https://t.co/C4WhBrl6Xx,italian,14,203,857,2021,26
"fridaysforfuture, schoolstrike4climate, timetoact, actonclimate, climateemergency, climatecrisis, climateaction",2021-09-26,9,2 years ago. Go @GretaThunberg!  #fridaysforfuture #schoolstrike4climate #timetoact #ActOnClimate #ClimateEmergency #ClimateCrisis #climateaction  https://t.co/6ure7scvPs,english,3,5,40,2021,26
fridaysforfuture,2021-09-26,9,Listen to the science! #FridaysForFuture  https://t.co/TFknfkJr4x,english,6,4,25,2021,26
"klimastreik, allefuersklima",2021-09-26,9,"Aber niemand sollte sich entmutigen lassen. @FridayForFuture hat gigantisch viel geleistet. Der #Klimastreik hat gezeigt, wie groß die Unterstützung aus allen Ecken der Gesellschaft ist. Es lohnt sich, weiter zu kämpfen.   #AlleFuersKlima",german,7,15,141,2021,26
wahl2021,2021-09-26,9,"@Luisamneubauer Meine Mutter ist 84 Jahre alt. Sie hat gestern im Livestream die @FridayForFuture Demonstration gesehen.  Sie geht in meiner Begleitung zur #wahl2021. Sie sagt, sie muss was für die Kinder tun.  Sie wählt heute die @Die_Gruenen . Wie auch der Rest der Familie.  Geht wählen....",german,6,5,44,2021,26
wahl2021,2021-09-26,9,"@ABaerbock Meine Mutter ist 84 Jahre alt. Sie hat gestern im Livestream die @FridayForFuture Demonstration gesehen.  Sie geht in meiner Begleitung zur #wahl2021. Sie sagt, sie muss was für die Kinder tun.  Sie wählt heute die @Die_Gruenen . Wie auch der Rest der Familie.  Geht wählen....",german,37,6,202,2021,26
fridaysforfuture,2021-09-26,9,"Women recognise commonalities, unite nations, share resources and conserve nature. Men are bent on war mongering, greed and destroying the planet. Time for humanity to adopt feminine attributes and propel the future of life on earth #FridaysForFuture",english,2,3,20,2021,26
"globalclimatestrike, fridaysforfuture",2021-09-26,9,"We are the future, We are the solution.  It's a Climate Revolution!  #GlobalClimateStrike in Uganda. #FridaysForFuture   https://t.co/tRPtx1Mjf4",english,11,105,426,2021,26
"climatestrike, fridaysforfuture, rebel4life",2021-09-26,9,"""When you think about 'the future' today, you don't think beyond 2050. By then I will, in the best case, not even have lived half my life"" @GretaThunberg   Did you join #ClimateStrike &amp; #FridaysForFuture ? Want to do more? It's time to #Rebel4Life 👇👇👇  https://t.co/vVnSJQdo6a  https://t.co/gLBjkitFFY",english,2,34,136,2021,26
"kohleausstieg, mobilitätswende, ökozial, landwirtschaft, klimagerechtigkeit, zusammenverändern",2021-09-26,9,"Heute ist Super-Wahltag.🗳️ Deshalb waren wir die letzten Monate unterwegs: Für #Kohleausstieg mit @AlleDoerfer, #Mobilitätswende mit @iaademo, #ökozial|en Wandel mit @Paritaet, gute #Landwirtschaft, und #Klimagerechtigkeit mit @FridayForFuture. #ZusammenVerändern wir die Zukunft!  https://t.co/ApInnfOEr7",german,6,27,84,2021,26
"nogreenpass, fridaysforfuture",2021-09-26,9,Cortei #NoGreenPass più numerosi dei cortei #FridaysForFuture.  Si gode? Si gode!,italian,4,17,63,2021,26
"btw21, klimawahl, allefuersklima",2021-09-26,9,"Egal wie das Heute ausgeht, ein Riesendank geht an alle bei den @FridayForFuture ohne euch, gäbe es uns nicht, ohne euch gäbe es diese Chance heute nicht in der Form. Allein der Fakt, dass die #btw21 zur #Klimawahl wurde, ist euer Verdienst.  #AlleFuersKlima",german,2,17,95,2021,26
"gretathunberg, gruenermist, fridaysforfuture",2021-09-26,9,"#GretaThunberg rettet die Welt - was wohl ihre Fanciulli sagen, wenn plötzlich der Strom fehlt?   #GruenerMist #FridaysForFuture    https://t.co/BLNYPcJyer",german,4,3,7,2021,26
"laschetverhindern, ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, richtermüller, laschetluegt, rheinlandtrump",2021-09-26,9,Guten Morgen vom Hirschgarten 👋😷Heute #LaschetVerhindern! 📊 #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt #RichterMüller  #LaschetLuegt #RheinlandTrump 💪✊🌈🍀🥦schönen Wahlsonntag,german,3,5,16,2021,26
"wahl2021, gehtwählen, bundestagswahl, fridaysforfuture, allefuersklima, fff",2021-09-26,9,"In Germany's federal elections, only 14% of voters are younger than 30. 60% were born in 1964 or earlier. Sad but true: Boomers and their parents decide our future.  #wahl2021 #GehtWählen #Bundestagswahl #FridaysForFuture #AlleFuersKlima #fff  https://t.co/GURnkYQtry",english,9,32,86,2021,26
